"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Barbell Squat",2014-05-08,7,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-05-09,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-05-09,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-05-09,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-05-09,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-05-09,5,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-05-09,6,365,,3,,"365 lb || 3 reps","249"
"Barbell Squat",2014-05-12,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-05-12,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-05-12,3,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-05-12,4,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-05-12,5,365,,5,,"365 lb || 5 reps","310"
"Barbell Squat",2014-06-09,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-06-09,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-06-09,3,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-06-09,4,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-06-12,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-06-12,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-06-12,3,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-06-12,4,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-06-12,5,335,,5,,"335 lb || 5 reps","254"
"Barbell Squat",2014-06-16,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-06-16,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-06-16,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-06-16,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-06-16,5,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-06-18,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-06-18,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-06-18,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-06-18,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-06-18,5,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-06-20,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-06-20,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-06-20,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-06-20,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-06-20,5,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-06-25,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-06-25,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-06-25,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-06-25,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-06-25,6,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-06-30,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-06-30,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-06-30,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-06-30,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-06-30,5,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-07-02,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-07-02,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-07-02,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-07-02,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-07-02,5,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-07-14,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-07-14,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-07-14,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-07-14,4,265,,6,,"265 lb || 6 reps","168"
"Barbell Squat",2014-07-14,5,265,,6,,"265 lb || 6 reps","168"
"Barbell Squat",2014-07-14,6,265,,6,,"265 lb || 6 reps","168"
"Barbell Squat",2014-07-14,7,265,,6,,"265 lb || 6 reps","168"
"Barbell Squat",2014-07-14,8,265,,6,,"265 lb || 6 reps","168"
"Barbell Squat",2014-07-14,9,265,,6,,"265 lb || 6 reps","168"
"Barbell Squat",2014-07-18,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-07-18,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-07-18,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-07-18,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-07-18,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-07-18,6,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-07-18,7,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-07-18,8,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-07-18,9,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-07-18,10,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-07-22,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-07-22,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-07-22,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-07-22,4,285,,4,,"285 lb || 4 reps","165"
"Barbell Squat",2014-07-22,5,285,,4,,"285 lb || 4 reps","165"
"Barbell Squat",2014-07-22,6,285,,4,,"285 lb || 4 reps","165"
"Barbell Squat",2014-07-22,7,285,,4,,"285 lb || 4 reps","165"
"Barbell Squat",2014-07-22,8,285,,4,,"285 lb || 4 reps","165"
"Barbell Squat",2014-07-22,9,285,,4,,"285 lb || 4 reps","165"
"Barbell Squat",2014-07-22,10,285,,4,,"285 lb || 4 reps","165"
"Barbell Squat",2014-07-22,11,285,,4,,"285 lb || 4 reps","165"
"Barbell Squat",2014-08-26,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-08-26,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-08-26,3,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2014-08-26,4,165,,3,,"165 lb || 3 reps","64"
"Barbell Squat",2014-08-26,5,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2014-08-26,6,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-08-26,7,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-08-26,8,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-08-26,9,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-08-26,10,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-08-28,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-08-28,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-08-28,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2014-08-28,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2014-08-28,5,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2014-08-28,6,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-08-28,7,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-08-28,8,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-08-30,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-08-30,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-08-30,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-08-30,4,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2014-08-30,5,245,,2,,"245 lb || 2 reps","93"
"Barbell Squat",2014-08-30,6,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2014-09-02,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-02,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-02,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-02,4,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2014-09-02,5,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2014-09-02,6,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2014-09-02,7,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2014-09-02,8,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2014-09-02,9,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2014-09-02,10,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2014-09-04,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-04,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-04,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-04,4,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-04,5,230,,3,,"230 lb || 3 reps","100"
"Barbell Squat",2014-09-04,6,230,,3,,"230 lb || 3 reps","100"
"Barbell Squat",2014-09-04,7,230,,3,,"230 lb || 3 reps","100"
"Barbell Squat",2014-09-06,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-06,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-06,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-06,4,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-06,5,245,,5,,"245 lb || 5 reps","138"
"Barbell Squat",2014-09-06,6,310,,5,,"310 lb || 5 reps","214"
"Barbell Squat",2014-09-09,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-09,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-09,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-09,4,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-09,5,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-09-09,6,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2014-09-09,7,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2014-09-09,8,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2014-09-09,9,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2014-09-09,10,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2014-09-11,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-11,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-11,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-11,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-09-11,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-09-11,6,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-09-13,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-13,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-13,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-13,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-09-13,5,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2014-09-13,6,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-09-16,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-16,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-16,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-16,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-09-16,5,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2014-09-16,6,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2014-09-16,7,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2014-09-16,8,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2014-09-16,9,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2014-09-16,10,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2014-09-18,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-18,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-18,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-18,4,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2014-09-18,5,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2014-09-18,6,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2014-09-20,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-20,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-20,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-20,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-09-20,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-09-20,6,320,,5,,"320 lb || 5 reps","229"
"Barbell Squat",2014-09-22,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-22,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-22,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-22,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-09-22,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-09-22,6,320,,5,,"320 lb || 5 reps","229"
"Barbell Squat",2014-09-26,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-26,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-26,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-26,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-09-26,5,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-09-30,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-09-30,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-09-30,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-09-30,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-09-30,5,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2014-09-30,6,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2014-09-30,7,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2014-09-30,8,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2014-09-30,9,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2014-09-30,10,300,,5,,"300 lb || 5 reps","200"
"Barbell Squat",2014-10-02,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-10-02,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-02,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-10-02,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-02,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-02,6,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-09,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-10-09,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-09,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-10-09,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-09,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-09,6,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-11,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-10-11,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-11,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-10-11,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-11,5,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2014-10-11,6,325,,5,,"325 lb || 5 reps","237"
"Barbell Squat",2014-10-14,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-10-14,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-14,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-10-14,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-14,5,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2014-10-14,6,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2014-10-14,7,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2014-10-14,8,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2014-10-14,9,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2014-10-14,10,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2014-10-16,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-10-16,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-16,3,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2014-10-16,4,235,,3,,"235 lb || 3 reps","104"
"Barbell Squat",2014-10-16,5,235,,3,,"235 lb || 3 reps","104"
"Barbell Squat",2014-10-16,6,235,,3,,"235 lb || 3 reps","104"
"Barbell Squat",2014-10-21,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-21,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-10-21,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-21,4,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2014-10-21,5,310,,5,,"310 lb || 5 reps","214"
"Barbell Squat",2014-10-21,6,310,,5,,"310 lb || 5 reps","214"
"Barbell Squat",2014-10-21,7,310,,5,,"310 lb || 5 reps","214"
"Barbell Squat",2014-10-21,8,310,,5,,"310 lb || 5 reps","214"
"Barbell Squat",2014-10-21,9,310,,5,,"310 lb || 5 reps","214"
"Barbell Squat",2014-10-23,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-10-23,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-23,3,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2014-10-23,4,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2014-10-23,5,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2014-10-23,6,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2014-10-25,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-25,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-10-25,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-10-25,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-10-25,5,330,,5,,"330 lb || 5 reps","245"
"Barbell Squat",2014-10-27,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-10-27,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-27,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-10-27,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-10-27,5,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2014-10-27,6,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-10-27,7,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-10-27,8,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-10-27,9,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-10-27,10,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-10-30,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-10-30,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-10-30,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-10-30,4,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2014-10-30,5,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2014-10-30,6,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2014-11-01,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-11-01,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-11-01,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-11-01,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-11-01,5,335,,5,,"335 lb || 5 reps","254"
"Barbell Squat",2014-11-05,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-11-05,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-11-05,3,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2014-11-05,4,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2014-11-05,5,295,,2,,"295 lb || 2 reps","131"
"Barbell Squat",2014-11-05,6,320,,5,,"320 lb || 5 reps","229"
"Barbell Squat",2014-11-05,7,320,,5,,"320 lb || 5 reps","229"
"Barbell Squat",2014-11-05,8,320,,5,,"320 lb || 5 reps","229"
"Barbell Squat",2014-11-05,9,320,,5,,"320 lb || 5 reps","229"
"Barbell Squat",2014-11-05,10,320,,5,,"320 lb || 5 reps","229"
"Barbell Squat",2014-11-13,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-11-13,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-11-13,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-11-13,4,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2014-11-13,5,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2014-11-13,6,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2014-11-15,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-11-15,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-11-15,3,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2014-11-15,4,245,,5,,"245 lb || 5 reps","138"
"Barbell Squat",2014-11-15,5,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2014-11-15,6,340,,5,,"340 lb || 5 reps","262"
"Barbell Squat",2014-11-18,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-11-18,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-11-18,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-11-18,4,245,,3,,"245 lb || 3 reps","111"
"Barbell Squat",2014-11-18,5,295,,2,,"295 lb || 2 reps","131"
"Barbell Squat",2014-11-18,6,325,,5,,"325 lb || 5 reps","237"
"Barbell Squat",2014-11-18,7,325,,5,,"325 lb || 5 reps","237"
"Barbell Squat",2014-11-18,8,325,,5,,"325 lb || 5 reps","237"
"Barbell Squat",2014-11-18,9,325,,5,,"325 lb || 5 reps","237"
"Barbell Squat",2014-11-18,10,325,,5,,"325 lb || 5 reps","237"
"Barbell Squat",2014-11-20,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-11-20,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-11-20,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-11-20,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-11-20,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-11-20,6,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-12-01,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-12-01,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-12-01,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-12-01,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-12-01,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2014-12-01,6,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-12-04,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-12-04,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-12-04,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-12-04,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-12-04,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-12-04,6,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-12-06,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-12-06,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-12-06,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-12-06,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2014-12-06,5,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2014-12-06,6,335,,5,,"335 lb || 5 reps","254"
"Barbell Squat",2014-12-08,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-12-08,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-12-08,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-12-08,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-12-08,5,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2014-12-08,6,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-12-08,7,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-12-08,8,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-12-08,9,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-12-08,10,315,,5,,"315 lb || 5 reps","222"
"Barbell Squat",2014-12-10,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-12-10,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-12-10,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-12-10,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-12-10,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-12-10,6,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-12-12,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2014-12-12,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-12-12,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-12-12,4,245,,5,,"245 lb || 5 reps","138"
"Barbell Squat",2014-12-12,5,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2014-12-12,6,340,,5,,"340 lb || 5 reps","262"
"Barbell Squat",2015-01-27,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2015-01-27,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2015-01-27,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2015-01-27,4,215,,5,,"215 lb || 5 reps","113"
"Barbell Squat",2015-01-27,5,250,,5,,"250 lb || 5 reps","143"
"Barbell Squat",2015-01-27,6,285,,8,,"285 lb || 8 reps","206"
"Barbell Squat",2015-01-27,7,165,,10,,"165 lb || 10 reps","95"
"Barbell Squat",2015-01-27,8,165,,10,,"165 lb || 10 reps","95"
"Barbell Squat",2015-01-27,9,165,,10,,"165 lb || 10 reps","95"
"Barbell Squat",2015-01-27,10,165,,10,,"165 lb || 10 reps","95"
"Barbell Squat",2015-01-27,11,165,,10,,"165 lb || 10 reps","95"
